TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,IsOverdraft
14,Cust3015,Acc92558,Savings,Payment,Home Loan,Firm B,North,Manager 4,2023-05-26,36327.24327,75460.74745,0.936326617,508,80,False
26,Cust9843,Acc10996,Credit,Deposit,Credit Card,Firm E,North,Manager 4,2024-02-09,62580.86356,45054.56967,0.904874303,341,112,False
178,Cust7793,Acc60432,Loan,Withdrawal,Credit Card,Firm D,Central,Manager 2,2023-11-20,40406.59943,130070.3224,0.236204416,480,94,False
170,Cust3109,Acc46655,Loan,Transfer,Credit Card,Firm B,North,Manager 1,2023-04-30,118490.4488,49258.85003,0.730349521,633,174,False
48,Cust7855,Acc87006,Current,Transfer,Personal Loan,Firm D,North,Manager 2,2023-03-03,25175.16151,86337.99162,0.583939036,395,46,False
33,Cust1376,Acc16241,Current,Withdrawal,Home Loan,Firm E,Central,Manager 2,2023-12-21,27091.34521,51824.29122,0.699879608,595,121,False
97,Cust5121,Acc70460,Savings,Deposit,Personal Loan,Firm C,Central,Manager 2,2023-10-04,67804.70544,39321.57432,0.556128232,733,231,False
22,Cust4669,Acc81631,Credit,Payment,Home Loan,Firm D,North,Manager 4,2024-04-06,52410.67071,96684.07646,0.40516093,599,97,False
145,Cust1913,Acc28612,Loan,Transfer,Credit Card,Firm A,South,Manager 1,2023-11-24,38914.62052,55159.06868,0.751059688,694,141,False
79,Cust1644,Acc50439,Savings,Payment,Savings Account,Firm B,East,Manager 3,2024-03-21,16857.92109,95260.35466,0.703122374,686,28,False
109,Cust1189,Acc77773,Loan,Transfer,Personal Loan,Firm A,Central,Manager 1,2024-05-24,35430.85738,69599.12539,0.622605215,822,230,False
146,Cust4669,Acc82381,Savings,Withdrawal,Mutual Fund,Firm B,Central,Manager 3,2023-09-11,72845.03891,85060.684,0.485669654,608,193,False
13,Cust3306,Acc16241,Current,Transfer,Credit Card,Firm B,West,Manager 3,2023-09-30,36880.52766,46839.95369,0.280465344,754,134,False
70,Cust7120,Acc92104,Current,Deposit,Home Loan,Firm E,North,Manager 3,2023-10-21,33136.61732,51755.47063,0.395151931,526,72,False
97,Cust2716,Acc42903,Loan,Transfer,Home Loan,Firm D,West,Manager 3,2024-04-01,39948.52659,77110.80013,0.400665312,638,209,False
87,Cust3069,Acc49774,Loan,Payment,Home Loan,Firm E,West,Manager 4,2024-03-21,24700.35634,84810.64248,0.582310266,585,163,False
137,Cust6038,Acc29396,Loan,Payment,Credit Card,Firm C,East,Manager 2,2023-04-19,46207.91292,42042.8552,0.127481543,416,212,False
50,Cust4763,Acc24070,Credit,Transfer,Mutual Fund,Firm A,East,Manager 3,2023-08-22,37557.48267,6547.355213,0.481479136,349,101,False
37,Cust2694,Acc74631,Loan,Deposit,Savings Account,Firm C,North,Manager 1,2024-04-01,62990.86016,56039.6075,0.0,390,116,False
187,Cust4241,Acc60432,Savings,Withdrawal,Credit Card,Firm A,North,Manager 3,2023-02-23,90160.18026,69116.4498,0.3284017,699,89,False
29,Cust9129,Acc53865,Savings,Transfer,Credit Card,Firm B,North,Manager 1,2024-06-13,41215.90878,112250.6475,0.621127077,788,38,False
128,Cust2541,Acc86784,Savings,Transfer,Personal Loan,Firm B,East,Manager 2,2024-03-01,47902.75849,142733.4892,0.370573643,597,236,False
120,Cust3015,Acc45907,Savings,Withdrawal,Home Loan,Firm B,South,Manager 1,2023-12-21,130475.1663,14174.17685,0.564345617,483,228,False
134,Cust5174,Acc29396,Loan,Withdrawal,Mutual Fund,Firm A,South,Manager 4,2023-11-25,84840.37275,50709.54647,0.650704461,489,74,False
54,Cust2539,Acc62446,Current,Transfer,Home Loan,Firm A,South,Manager 1,2023-12-17,48881.36039,81466.57585,0.56190263,523,199,False
75,Cust5545,Acc57597,Current,Transfer,Home Loan,Firm E,West,Manager 3,2023-07-30,14452.52809,22737.83269,0.091174779,531,179,False
191,Cust1376,Acc80131,Credit,Withdrawal,Credit Card,Firm B,West,Manager 3,2024-01-29,954.2371284,74740.08097,0.599331057,389,23,False
150,Cust1498,Acc95774,Savings,Deposit,Personal Loan,Firm D,Central,Manager 3,2023-10-03,42952.20727,103426.9856,0.33855276,489,77,False
121,Cust9248,Acc51971,Savings,Withdrawal,Home Loan,Firm C,West,Manager 3,2023-01-02,35582.48676,37466.28558,0.440967291,562,224,False
106,Cust8155,Acc10117,Credit,Deposit,Mutual Fund,Firm C,East,Manager 3,2023-06-18,63248.56067,31961.53479,0.736631057,573,109,False
4,Cust5428,Acc88252,Loan,Transfer,Home Loan,Firm C,West,Manager 4,2023-02-14,1324.16851,12947.00582,0.512062992,333,147,False
103,Cust3041,Acc34821,Savings,Deposit,Home Loan,Firm B,North,Manager 3,2024-03-23,63709.51436,175247.5395,0.504832166,352,192,False
55,Cust4346,Acc49774,Savings,Deposit,Home Loan,Firm E,Central,Manager 3,2023-05-21,39724.63361,41039.58004,0.563449528,725,53,False
40,Cust8091,Acc91723,Credit,Withdrawal,Credit Card,Firm B,South,Manager 1,2023-01-30,72663.35756,79786.38453,0.75568492,494,29,False
154,Cust4258,Acc69323,Savings,Withdrawal,Personal Loan,Firm E,South,Manager 1,2023-08-10,35454.03812,156472.2656,0.746546887,547,85,False
143,Cust4346,Acc83581,Savings,Transfer,Home Loan,Firm E,North,Manager 4,2023-03-08,68815.52333,6654.083143,0.708085661,625,113,False
27,Cust1962,Acc92558,Credit,Withdrawal,Personal Loan,Firm C,Central,Manager 4,2023-12-09,94076.28304,66953.91353,0.754741323,382,79,False
63,Cust4346,Acc31902,Current,Payment,Mutual Fund,Firm D,East,Manager 4,2024-03-02,55158.03714,133830.378,0.567534924,325,71,False
26,Cust3306,Acc87006,Loan,Transfer,Mutual Fund,Firm B,West,Manager 4,2023-01-13,27998.91772,100400.6425,0.166413655,504,218,False
27,Cust5385,Acc61827,Loan,Payment,Personal Loan,Firm A,West,Manager 1,2023-05-12,56057.65493,91495.82325,0.361336103,792,65,False
77,Cust1497,Acc29396,Loan,Payment,Home Loan,Firm B,West,Manager 1,2023-12-10,23161.63156,76564.43785,1.0,491,25,False
98,Cust4373,Acc88516,Current,Payment,Savings Account,Firm E,North,Manager 3,2024-04-20,71891.26838,51863.19194,0.487648559,735,48,False
103,Cust4794,Acc50817,Savings,Deposit,Personal Loan,Firm C,West,Manager 1,2023-03-16,65261.60125,56637.21499,0.263641928,701,189,False
131,Cust4684,Acc75767,Savings,Withdrawal,Savings Account,Firm B,West,Manager 4,2023-10-23,54237.12283,58291.04649,0.452772333,361,161,False
5,Cust9066,Acc57700,Savings,Transfer,Mutual Fund,Firm B,East,Manager 1,2024-01-17,54967.79558,32664.91015,0.982263283,682,186,False
44,Cust1609,Acc16241,Loan,Deposit,Credit Card,Firm E,West,Manager 4,2024-01-01,57449.05639,94510.20432,0.78603642,416,62,False
155,Cust8288,Acc71388,Credit,Deposit,Credit Card,Firm D,South,Manager 4,2023-07-06,35471.89391,74266.92352,0.067419045,606,30,False
39,Cust8155,Acc76549,Loan,Transfer,Credit Card,Firm B,South,Manager 3,2023-12-30,47639.9714,7315.669833,0.0,598,222,False
35,Cust1121,Acc58667,Credit,Withdrawal,Home Loan,Firm C,South,Manager 3,2024-02-06,102488.6325,81693.30481,0.49109238,500,189,False
62,Cust4884,Acc51593,Current,Deposit,Mutual Fund,Firm E,South,Manager 4,2024-02-18,88990.27103,118249.5242,0.0,685,114,False
11,Cust8028,Acc39161,Savings,Transfer,Savings Account,Firm B,East,Manager 2,2023-07-05,47132.14075,65506.30662,0.49600432,386,15,False
125,Cust3306,Acc76549,Credit,Deposit,Personal Loan,Firm A,Central,Manager 3,2023-01-08,73961.06018,145110.9486,0.288472644,465,181,False
38,Cust4438,Acc24981,Current,Deposit,Mutual Fund,Firm A,East,Manager 2,2023-01-30,19578.97146,48111.84826,0.208377747,467,126,False
122,Cust3725,Acc95164,Savings,Transfer,Home Loan,Firm C,North,Manager 1,2023-01-09,51149.92767,105477.6545,0.756508077,730,226,False
152,Cust9535,Acc37688,Current,Transfer,Savings Account,Firm B,South,Manager 2,2024-02-21,80737.62071,55391.33142,0.274523352,455,165,False
188,Cust3449,Acc28305,Savings,Withdrawal,Mutual Fund,Firm E,South,Manager 2,2024-04-16,36590.93953,45986.26007,0.238109121,684,54,False
192,Cust5705,Acc46953,Current,Withdrawal,Personal Loan,Firm A,Central,Manager 1,2024-03-30,24811.42895,69343.48153,0.702491806,732,173,False
43,Cust5253,Acc37688,Savings,Deposit,Mutual Fund,Firm E,West,Manager 3,2023-02-14,10173.28589,13664.85657,0.433019414,577,215,False
29,Cust1547,Acc55331,Current,Withdrawal,Mutual Fund,Firm C,South,Manager 2,2024-02-04,43317.93415,2436.95284,0.387902603,438,76,False
28,Cust1749,Acc94907,Current,Payment,Mutual Fund,Firm D,West,Manager 3,2023-10-06,81738.74079,52864.31436,0.393031157,775,191,False
19,Cust5255,Acc48303,Loan,Withdrawal,Mutual Fund,Firm B,East,Manager 1,2023-12-17,91381.39744,43888.41266,0.506228823,793,191,False
89,Cust9843,Acc24981,Savings,Deposit,Savings Account,Firm B,Central,Manager 3,2023-07-14,48026.07628,78775.97102,0.108768033,537,229,False
4,Cust8529,Acc32212,Current,Deposit,Mutual Fund,Firm E,West,Manager 4,2023-12-30,94602.32081,92272.73895,0.681074403,353,191,False
131,Cust4769,Acc87006,Credit,Payment,Home Loan,Firm C,East,Manager 1,2024-05-02,15395.0945,90437.17432,0.13547269,442,194,False
184,Cust8772,Acc16241,Loan,Withdrawal,Mutual Fund,Firm B,Central,Manager 2,2023-02-17,88560.46331,-19222.713,0.355380735,653,147,True
90,Cust6350,Acc75767,Credit,Deposit,Savings Account,Firm E,South,Manager 2,2024-01-08,41241.5719,41858.89156,0.183166774,744,12,False
134,Cust2018,Acc65545,Current,Transfer,Home Loan,Firm C,East,Manager 3,2024-02-05,71104.31028,95516.66966,0.397352469,362,6,False
173,Cust2443,Acc37688,Loan,Withdrawal,Savings Account,Firm C,East,Manager 4,2023-05-24,30988.78467,30407.10444,0.678561452,536,239,False
129,Cust1467,Acc77533,Credit,Withdrawal,Credit Card,Firm B,Central,Manager 2,2023-12-09,17164.68609,104005.0399,0.308941801,630,170,False
193,Cust3378,Acc75767,Savings,Deposit,Mutual Fund,Firm B,North,Manager 2,2023-04-30,22030.61601,42989.74234,0.409329882,713,128,False
194,Cust5664,Acc74631,Credit,Withdrawal,Savings Account,Firm B,Central,Manager 3,2023-02-21,59913.35753,26870.95863,0.041673191,626,165,False
136,Cust3602,Acc29356,Current,Transfer,Savings Account,Firm C,South,Manager 3,2023-10-26,74189.14293,85402.51139,0.661080519,365,163,False
195,Cust7098,Acc82947,Loan,Payment,Personal Loan,Firm B,Central,Manager 3,2023-11-08,37356.39675,104968.1033,0.317685957,509,168,False
156,Cust3602,Acc64393,Credit,Withdrawal,Mutual Fund,Firm D,West,Manager 2,2024-05-27,77092.80098,133228.1191,0.32702155,614,212,False
37,Cust2457,Acc39161,Savings,Deposit,Credit Card,Firm E,Central,Manager 1,2024-06-08,74198.23746,77617.62805,0.840019061,723,205,False
189,Cust5105,Acc50817,Savings,Deposit,Mutual Fund,Firm E,South,Manager 1,2024-03-05,66353.79825,93255.57049,0.318183742,547,169,False
20,Cust8091,Acc23736,Loan,Payment,Personal Loan,Firm C,North,Manager 2,2023-10-06,52326.46402,128383.9556,0.522296067,847,228,False
40,Cust4373,Acc77533,Current,Payment,Mutual Fund,Firm D,Central,Manager 2,2023-07-19,7468.239381,80579.6429,0.43866729,558,34,False
182,Cust5500,Acc24070,Savings,Deposit,Mutual Fund,Firm D,South,Manager 2,2024-05-27,57864.13275,83284.10242,0.515640767,819,231,False
96,Cust2539,Acc66086,Current,Transfer,Savings Account,Firm A,West,Manager 2,2024-05-04,30482.48187,89051.27561,0.758033312,332,221,False
39,Cust5912,Acc77638,Loan,Payment,Home Loan,Firm B,North,Manager 2,2024-01-29,86584.88572,100364.368,0.645438558,397,110,False
52,Cust1189,Acc22799,Savings,Transfer,Credit Card,Firm D,West,Manager 2,2023-08-04,27114.35191,33881.8579,0.367933139,677,19,False
185,Cust1962,Acc95774,Credit,Transfer,Personal Loan,Firm E,North,Manager 2,2023-03-03,14746.31435,118186.5639,0.386860971,346,40,False
161,Cust6029,Acc21429,Loan,Payment,Home Loan,Firm A,South,Manager 3,2024-04-25,20442.76188,42712.97985,0.504346557,592,129,False
63,Cust9129,Acc80131,Savings,Deposit,Home Loan,Firm B,West,Manager 1,2024-06-13,24097.06793,3262.590525,0.645160715,483,191,False
81,Cust1498,Acc15228,Credit,Transfer,Home Loan,Firm B,South,Manager 4,2023-12-24,47032.55142,38817.09876,0.200475304,822,121,False
2,Cust1609,Acc49140,Current,Withdrawal,Mutual Fund,Firm A,Central,Manager 4,2023-09-11,94450.53649,40653.44531,0.966357661,615,145,False
5,Cust7345,Acc67713,Savings,Deposit,Savings Account,Firm A,Central,Manager 1,2024-02-08,10108.19625,68650.80576,0.39299281,533,216,False
38,Cust5320,Acc66086,Savings,Withdrawal,Mutual Fund,Firm E,North,Manager 2,2023-06-18,103334.7707,56161.93359,0.425826332,680,34,False
76,Cust9666,Acc89098,Savings,Payment,Home Loan,Firm A,North,Manager 1,2023-05-08,57747.14581,17170.87453,0.447977694,536,190,False
126,Cust5894,Acc88252,Loan,Payment,Home Loan,Firm A,East,Manager 3,2023-11-08,53717.58764,66466.89692,0.587499188,491,172,False
51,Cust1887,Acc28612,Loan,Deposit,Mutual Fund,Firm C,North,Manager 2,2023-10-23,50577.10631,100211.5105,0.489179348,426,142,False
128,Cust9038,Acc25132,Savings,Transfer,Mutual Fund,Firm E,Central,Manager 3,2023-11-24,38305.04456,104621.2725,0.403719117,488,217,False
129,Cust2018,Acc32212,Credit,Deposit,Home Loan,Firm D,East,Manager 2,2024-02-17,26008.41896,67899.41754,0.572998505,340,147,False
21,Cust8529,Acc23985,Current,Payment,Mutual Fund,Firm A,West,Manager 3,2024-03-14,111058.5678,61398.62353,0.717327046,461,132,False
68,Cust1644,Acc71388,Current,Payment,Credit Card,Firm B,West,Manager 4,2023-12-30,71612.81537,81427.85475,0.442037033,516,115,False
168,Cust9754,Acc32212,Loan,Withdrawal,Home Loan,Firm E,Central,Manager 2,2023-12-17,31887.88648,38493.16196,0.425136477,617,216,False
142,Cust9535,Acc20297,Savings,Deposit,Mutual Fund,Firm B,South,Manager 4,2023-09-11,30256.99681,82533.04365,0.751591178,457,176,False
35,Cust9683,Acc25811,Current,Payment,Savings Account,Firm D,West,Manager 4,2023-01-10,56202.83256,69891.39127,0.396662205,424,170,False
176,Cust8318,Acc28154,Loan,Deposit,Mutual Fund,Firm B,Central,Manager 1,2024-02-09,25764.50451,95766.76022,0.146555778,648,159,False
83,Cust4373,Acc82947,Loan,Transfer,Mutual Fund,Firm B,South,Manager 1,2023-12-24,34510.35457,52731.56592,0.585469393,697,213,False
76,Cust6028,Acc67701,Loan,Withdrawal,Personal Loan,Firm A,South,Manager 1,2023-10-19,70368.04002,45924.00418,0.319146496,787,204,False
21,Cust4780,Acc88516,Credit,Payment,Credit Card,Firm C,East,Manager 4,2024-05-28,48518.75831,25786.87706,0.628926196,541,150,False
166,Cust8461,Acc28292,Current,Transfer,Mutual Fund,Firm B,Central,Manager 2,2024-04-16,47644.51746,-2250.087452,0.406042581,408,24,True
98,Cust4346,Acc90887,Loan,Payment,Mutual Fund,Firm D,South,Manager 2,2023-12-21,56704.50094,73747.35253,1.0,616,17,False
92,Cust2944,Acc39529,Savings,Withdrawal,Mutual Fund,Firm A,East,Manager 1,2024-04-20,67189.4679,105343.6962,0.529162303,585,224,False
56,Cust2412,Acc65144,Savings,Deposit,Personal Loan,Firm D,West,Manager 1,2023-10-26,19092.26302,91972.16329,0.762649142,428,39,False
113,Cust1840,Acc70741,Credit,Payment,Personal Loan,Firm D,West,Manager 4,2023-05-11,92103.9323,115215.3136,0.527614564,376,183,False
36,Cust1376,Acc82381,Credit,Transfer,Mutual Fund,Firm C,West,Manager 1,2023-01-06,4236.079666,141381.533,0.0,424,196,False
158,Cust5574,Acc78581,Loan,Transfer,Mutual Fund,Firm E,East,Manager 1,2024-06-22,81113.73108,101118.3656,0.283894007,425,43,False
18,Cust4402,Acc51971,Current,Withdrawal,Mutual Fund,Firm A,North,Manager 1,2023-02-16,75733.27346,104671.8413,0.296638413,753,34,False
11,Cust7173,Acc41829,Credit,Withdrawal,Credit Card,Firm E,Central,Manager 3,2023-07-01,21910.31507,53906.91922,0.411145374,597,19,False
8,Cust4241,Acc12334,Credit,Transfer,Credit Card,Firm D,East,Manager 4,2023-08-10,10342.25612,126642.5838,0.424750948,598,187,False
188,Cust5174,Acc53466,Current,Transfer,Home Loan,Firm A,North,Manager 3,2024-06-07,87507.22339,112695.8333,0.342886883,813,33,False
55,Cust1042,Acc57516,Loan,Payment,Mutual Fund,Firm C,Central,Manager 2,2023-11-07,23144.13012,66222.22295,0.441954068,673,161,False
177,Cust5428,Acc42710,Current,Payment,Savings Account,Firm E,East,Manager 1,2023-03-07,37606.37007,28341.21256,0.421794689,591,64,False
121,Cust7730,Acc26973,Current,Payment,Home Loan,Firm B,North,Manager 1,2024-02-09,48164.13332,-8762.711283,0.816948167,475,52,True
124,Cust9129,Acc52650,Loan,Withdrawal,Personal Loan,Firm E,East,Manager 1,2023-07-30,27696.23291,49167.97037,0.091661724,699,39,False
57,Cust7651,Acc24981,Credit,Payment,Home Loan,Firm C,South,Manager 1,2023-10-19,66184.3195,77670.97214,0.64669204,560,45,False
36,Cust2109,Acc96868,Loan,Transfer,Home Loan,Firm D,East,Manager 2,2024-04-21,47036.07213,158520.0411,0.427163007,847,156,False
36,Cust8772,Acc46655,Savings,Payment,Home Loan,Firm D,South,Manager 3,2024-06-11,45763.2185,57309.3873,0.014612122,315,191,False
112,Cust6776,Acc32627,Loan,Payment,Credit Card,Firm D,South,Manager 2,2023-01-13,27016.47778,147267.0797,0.737406655,594,59,False
55,Cust8250,Acc74656,Loan,Payment,Credit Card,Firm D,South,Manager 4,2023-11-28,86660.53043,71492.73878,0.506539722,424,170,False
123,Cust7481,Acc21719,Loan,Withdrawal,Mutual Fund,Firm D,West,Manager 2,2023-01-02,47282.33063,115548.2645,0.156221114,330,48,False
4,Cust2699,Acc55331,Loan,Deposit,Personal Loan,Firm A,East,Manager 2,2023-02-10,24457.70658,71999.33447,0.104918426,673,110,False
188,Cust2067,Acc78589,Loan,Withdrawal,Credit Card,Firm D,East,Manager 4,2023-04-03,53439.87997,73445.2021,0.74056879,804,230,False
32,Cust1644,Acc20297,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 3,2023-11-21,3796.574393,83601.26352,0.667459706,666,21,False
111,Cust6351,Acc51200,Current,Transfer,Credit Card,Firm B,West,Manager 3,2023-10-21,63534.09235,104679.4608,0.632349134,572,28,False
